customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
b5c4e636b21367a011c2af4f758c8096,ec6a85d8bf9c7a514c411a1287643d1d,22775,rio de janeiro,RJ
9622408881257d7bc971204233cef21a,78852e31a5d7dca0fe054686b246a314,22775,rio de janeiro,RJ
b8e0b0edff2de6181d492311d927769e,af4d3cd0b29b208c971ff6ad78b41b79,22775,rio de janeiro,RJ
c9cb47939ff0e1027568ba6d7130e700,2d915b9db634ef772a177e5aa1075c3f,22775,rio de janeiro,RJ
c129e739a0d59a850211e19070d9419e,8a6fcdcd69b688d63ab6f124a8a94925,22775,rio de janeiro,RJ
7e0b99de3ad5bd9bea61fea9629aff5d,30ec1e42686b488e353712bcde544e5d,22775,rio de janeiro,RJ
0c958e86e19ad0bba6f1507ac50e764d,e6044396bf1b7496100b03528f7df782,22775,rio de janeiro,RJ
3065950358713c7541fe0f220ee25140,7891d406499c527836df0c0f9e48f712,22775,rio de janeiro,RJ
ef3ccd6d77b6f38823b6360f3f2216f9,89431b1ddf925a2453cc5e5ceca38327,22775,rio de janeiro,RJ
0c792d32a3251b4f69dae8646dfbedbc,6d394722d5fc5e721aee6875a218d8db,22775,rio de janeiro,RJ
7b12b78707fde0cbf90aa13db59ebffe,572f6043f6dab541eec0b9284b904dc5,22775,rio de janeiro,RJ
10e925f935d8bfe0a9edf39378996fd7,a58b1fe8146940d706e5f07d73bc7d51,22775,rio de janeiro,RJ
66b9bc2d53ea09b027966337424fa0c7,d6e7520f52b7d40e2bb54f05c374225e,22775,rio de janeiro,RJ
6a81e067c92bf11135c074c637f12ad2,739283599a6b3eee618b32951add63f3,22775,rio de janeiro,RJ
2a5f9b176a5e7313e3836750a5dde869,528dfcc777a4bc47bfef5fd7b189cb2a,22775,rio de janeiro,RJ
a719472fec09c5540edb0bae9cf81e44,4a433c62dfda8104d295307e855c82a7,22775,rio de janeiro,RJ
10ab967a88ce7fb40204d2e291a101ad,eec478c640004ed81ae8d02e8657d677,22775,rio de janeiro,RJ
16c7728a9584959d2ff2bb9e6709c56a,4e8749b186fbac91a0fd2c3431a24418,22775,rio de janeiro,RJ
cb2b14b433f2a2ae74a15b9462b81ae8,799a7a8a3bd7ff31b60fa34d9f894ed8,22775,rio de janeiro,RJ
9f6184b685d245da0d6868637685223a,e55ff332cb2752e2bf1be25cc725c801,22775,rio de janeiro,RJ
7af6f16370ff07d2d1fbb16b3f23496f,4c268e51eac74a07e98c948281166fe6,22775,rio de janeiro,RJ
b19be5e092bab4d46f0a5d73c652d74b,8fb0ffa21a58869a32d1e6f8e27eac78,22775,rio de janeiro,RJ
14018ff56b0d7cbc692397cc71d114c2,1e55e11e763ab33050725d0e90174464,22775,rio de janeiro,RJ
67a2903f301a0840437ec01ee0e52d92,8b3b343b297bb6838ffb9221d68b1a5f,22775,rio de janeiro,RJ
ba41b21a02e473ec8a2467747bb735df,5d15901464e2bffdc39890457123e26c,22775,rio de janeiro,RJ
